id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
320,10,7,12,60.71,6.51,55.56,4,"Pau López,Javi López,Óscar Duarte,Álvaro González,Rubén Duarte,Pape Diop,Víctor Sánchez,Abraham,Hernán Pérez,Felipe Caicedo,Marco Asensio",0,2,61.11,10,46,6.15,2,5,9,40.04,8,1,6,85.71,4,26,4,1,2,44.44,"Diego Mariño,Pedro López,Carl Medjani,David Navarro,Juanfran,Joan Verdú,Jefferson Lerma,Verza,Morales,Deyverson,Giuseppe Rossi",46.73,3,14,46,2,8,81.25,2,442,14,6,Alejandro José Hernández Hernández,5,49.47,26,1,Constantin Galca,23,6,1,66.67,2,22,8,82.76,Espanyol,21,4,8,3,433,2,3,5,12,63.65,6,6,Levante,Joan Francesc Ferrer,12,4,8,6.36,3,22,5,1,4,5,59.96,Ciutat de Valencia,10,12,73.15,15-04-16,38,6.38,17,76.32,50.53,10,La_Liga
321,21,2,7,86.27,6.85,64.29,17,"Keylor Navas,Daniel Carvajal,Raphael Varane,Pepe,Marcelo,James Rodríguez,Toni Kroos,Isco,Gareth Bale,Karim Benzema,Cristiano Ronaldo",4,12,66.67,10,9,6.14,11,5,8,67.75,8,6,17,56.25,5,5,3,5,3,65.62,"Vicente Guaita,Damián Suárez,Santiago Vergini,Vigaray,Álvaro Pereira,Pedro León,Mehdi Lacen,Juan Rodríguez,Pablo Sarabia,Stefan Scepovic,Álvaro Vázquez",88.44,12,4,9,1,18,46.88,10,442,8,4,José Luis González González,4,37.78,5,2,Zinedine Zidane,12,17,0,64.29,1,10,12,49.07,Real Madrid,7,2,12,0,433,1,12,4,12,69.5,3,6,Getafe,Juan Eduardo Esnáider,10,5,6,6.42,0,32,4,5,2,1,32.25,Coliseum Alfonso Pérez,25,18,57.19,16-04-16,25,6.16,18,50,62.22,21,La_Liga
322,15,4,10,63.58,6.23,32.35,9,"Iván Cuéllar,Alberto Lora,Jorge Meré,Luis Hernández,Isma López,Pablo Pérez,Sergio Álvarez,Omar Mascarell,Jony,Antonio Sanabria,Guerrero",0,5,40.74,11,25,6.43,2,1,10,46.93,8,0,6,69.09,3,13,0,7,2,53.92,"Javi Varas,David García,Pedro Bigas,Mauricio Lemos,Dani Castellano,Vicente Gómez,Roque,Nabil El Zhar,Tana,Jonathan Viera,Sergio Araujo",62.18,2,4,25,0,10,83.33,4,4231,6,6,Alberto Undiano Mallenco,5,51.59,13,0,Abelardo Fernández,15,6,1,25,1,17,12,66.39,Sporting Gijon,12,1,12,2,442,0,2,11,10,70.18,6,10,Las Palmas,Quique Setién,21,4,13,6.01,1,29,5,1,3,2,53.07,Gran Canaria,19,22,70.27,16-04-16,35,6.56,23,79.17,48.41,12,La_Liga
323,20,4,26,71.82,6.5,50,11,"Gerónimo Rulli,Aritz Elustondo,Diego Reyes,Iñigo Martínez,Yuri,Asier Illarramendi,Markel Bergara,Mikel Oyarzabal,Xabi Prieto,David Zurutuza,Carlos Vela",0,3,66.67,16,33,6.12,4,0,12,49.48,7,2,9,66.67,2,19,3,0,1,60,"Asier Riesgo,Ander Capa,Iván Ramis,Ion Ansotegi,Antonio Luna,Keko,Gonzalo Escalante,Dani García,Takashi Inui,Borja Bastón,Sergi Enrich",66.18,7,4,33,1,6,68.75,3,442,28,9,Mario Melero López,2,42.88,19,1,Eusebio Sacristán,40,9,1,60,2,7,6,66.67,Real Sociedad,9,2,6,2,4231,1,7,6,9,53.97,9,0,Eibar,José Luis Mendilibar,11,4,3,6.42,0,42,2,1,4,0,50.52,Ipurúa,17,22,52.88,16-04-16,19,6.45,10,81.77,57.12,7,La_Liga
324,15,9,13,54.32,6.61,33.33,8,"Antonio Adán,Francisco Molinero,Germán Pezzella,Bruno,Martín Montoya,Petros,Alfred N'Diaye,Joaquín,Dani Ceballos,Charly Musonda,Rubén Castro",1,5,61.11,14,29,6.16,4,2,5,37.12,8,2,4,68.75,12,17,4,1,5,59.38,"Rubén Blanco,Jonny,Cabral,Sergi Gómez,Planas,Daniel Wass,Nemanja Radoja,Claudio Beauvue,Orellana,Nolito,Guidetti",58.73,3,9,29,2,8,78.79,4,4231,7,7,Ricardo de Burgos Bengoetxea,6,63.46,17,1,Juan Merino,21,4,0,42.86,1,19,11,73.74,Real Betis,22,1,11,3,4231,1,3,8,18,75.72,5,4,Celta Vigo,Eduardo Berizzo,18,5,10,6.32,1,27,6,1,4,2,62.88,Balaídos,14,11,77.43,16-04-16,40,6.33,18,84.85,36.54,9,La_Liga
325,9,5,8,60.17,6.62,55,6,"Gorka Iraizoz,Eneko Bóveda,Gurpegi,San José,Balenziaga,Mikel Rico,Iturraspe,Muniain,Raúl García,Íñigo Lekue,Borja Viguera",0,3,20,13,47,6.17,3,0,8,48.46,13,1,6,88.24,8,22,5,1,3,33.33,"Guillermo Ochoa,Miguel Torres,Weligton,Raúl Albentosa,Federico Ricca,Juanpi,Ignacio Camacho,Recio,Gonzalo Castro,Charles,Duje Cop",57.9,3,9,47,1,4,66.67,2,442,19,3,José María Sánchez Martínez,2,51.36,22,0,Ernesto Valverde,34,6,0,50,0,20,5,79.17,Athletic Club,11,3,5,3,4231,0,3,6,17,55.35,10,2,Malaga,Javier Gracia,14,7,11,6.32,2,19,2,1,4,5,51.54,La Rosaleda,11,17,53.95,17-04-16,27,6.24,16,69.44,48.64,6,La_Liga
326,3,6,5,57.42,6.17,57.14,0,"Manu,Juanfran,Sidnei,Fernando Navarro,Alberto Lopo,Luisinho,Celso Borges,Faycal Fajr,Pedro Mosquera,Luis Alberto,Lucas Pérez",0,2,68.75,15,27,6.3,4,0,3,28.74,9,1,4,54.55,10,11,0,0,4,73.08,"Sergio Rico,Coke,Timothée Kolodziejczak,Daniel Carriço,Sergio Escudero,Vicente Iborra,Sebastián Cristóforo,Reyes,Éver Banega,Yevhen Konoplyanka,Fernando Llorente",46.72,0,4,27,0,3,100,2,4231,8,3,Santiago Jaime Latre,7,59.8,11,0,Víctor Sánchez del Amo,24,4,1,0,1,14,11,57.14,Deportivo,9,2,11,3,532,2,0,3,11,79.66,7,0,Sevilla,Unai Emery,8,3,10,6.04,2,12,7,1,6,4,71.26,Ramón-Sánchez Pizjuán,7,13,86.45,17-04-16,24,6.48,15,63.64,40.2,5,La_Liga
327,13,10,13,56.95,6.35,33.33,7,"Alphonse Areola,Mario,Víctor Ruiz,Eric Bailly,Adrián Marín,Denis Suárez,Jonathan dos Santos,Manu Trigueros,Alfonso,Leo Baptistao,Adrián",1,5,16.67,14,24,6.34,2,2,12,37.11,10,2,4,88.89,4,11,5,2,3,16.67,"Juan Carlos,Quini,Zé Castro,José Ángel Crespo,Tito,Pablo Hernández,Diego Llorente,Roberto Trashorras,Bebé,Javi Guerra,Miku",60.74,2,5,24,4,4,81.82,3,442,5,6,Ignacio Iglesias Villanueva,1,60.29,11,1,Marcelino García Toral,15,4,1,28.57,2,11,2,89.47,Villarreal,9,4,2,5,442,2,2,4,14,73.74,3,3,Rayo Vallecano,Paco Jémez,15,6,6,6.19,0,25,1,1,8,1,62.89,Campo de Fútbol de Vallecas,12,25,77.95,17-04-16,22,6.52,13,82.61,39.71,6,La_Liga
328,22,4,19,66.16,6.16,58.77,12,"Andrés Fernández,Miguel Lopes,Jean-Sylvain Babin,Ricardo Costa,Cristiano Biraghi,Abdoulaye Doucouré,Rene Krhin,Rubén Pérez,Rubén Rochina,Adalberto Peñaranda,Isaac Cuenca",2,6,66.67,16,37,6.41,0,3,8,46,7,0,15,71.43,4,24,1,1,4,60,"Jan Oblak,Juanfran,Stefan Savic,Diego Godín,Lucas Hernández,Koke,Saúl Ñíguez,Gabi,Yannick Carrasco,Antoine Griezmann,Fernando Torres",66.55,6,4,37,1,7,80.21,3,442,13,10,Eduardo Prieto Iglesias,2,54.42,24,0,José González,22,15,1,46.3,3,7,8,68.42,Granada,9,0,8,1,433,0,6,6,8,68.67,5,2,Atletico,Diego Simeone,14,3,3,6.1,2,44,2,0,4,2,54,Vicente Calderón,25,17,67.52,17-04-16,21,6.67,12,70.97,45.58,11,La_Liga
329,13,13,8,57.48,6.5,33.33,8,"Diego Alves,Antonio Barragán,Shkodran Mustafi,Aymen Abdennour,Guilherme Siqueira,Rodrigo,Enzo Pérez,Javi Fuego,Daniel Parejo,André Gomes,Santi Mina",0,3,65,12,19,6.21,2,2,5,34.78,20,1,6,45.83,7,10,9,1,5,58.7,"Claudio Bravo,Sergi Roberto,Javier Mascherano,Gerard Piqué,Jordi Alba,Ivan Rakitic,Sergio Busquets,Andrés Iniesta,Lionel Messi,Luis Suárez,Neymar",65.46,2,2,19,5,6,90,3,433,12,5,David José Fernández Borbalán,8,64.95,10,2,Pako Ayestarán,25,6,0,25,1,15,16,53.57,Valencia,6,5,16,4,451,1,2,6,22,80.4,7,2,Barcelona,Luis Enrique,15,7,13,6.23,2,27,8,2,12,7,65.22,Camp Nou,19,13,83.3,17-04-16,34,6.4,28,79.55,35.05,7,La_Liga
330,20,6,21,71.94,6.46,69.23,9,"Sergio Álvarez,Jonny,Cabral,Sergi Gómez,Planas,Marcelo Díaz,Nemanja Radoja,Orellana,Pablo Hernández,Nolito,Iago Aspas",0,1,40.91,15,32,6.21,1,0,22,56.84,4,1,9,67.86,2,21,2,1,1,30,"Pau López,Javi López,Óscar Duarte,Álvaro González,Rubén Duarte,Pape Diop,Abraham,Víctor Sánchez,Hernán Pérez,Gerard Moreno,Marco Asensio",73.74,6,4,32,0,3,67.86,1,433,12,11,Eduardo Prieto Iglesias,7,39.57,21,1,Eduardo Berizzo,25,9,1,75,1,19,10,78.79,Celta Vigo,11,4,10,3,4231,2,6,7,8,57.87,7,2,Espanyol,Constantin Galca,13,3,15,6.26,0,35,7,1,3,2,43.16,RCDE Stadium,14,40,58.31,19-04-16,40,6.43,29,75,60.43,3,La_Liga
331,11,5,14,65.09,6.23,68.75,5,"Raúl Lizoain,David García,Aythami,Pedro Bigas,Javier Garrido,Vicente Gómez,Montoro,Tana,Nili,Willian José,Momo",0,1,37.5,14,33,6.17,0,0,6,56.63,17,0,6,66.67,6,15,4,2,3,50,"Antonio Adán,Francisco Molinero,Germán Pezzella,Bruno,Varela,Petros,Alfred N'Diaye,Foued Kadir,Joaquín,Dani Ceballos,Rubén Castro",77.99,2,1,33,1,3,85,1,4231,6,6,Iñaki Vicandi Garrido,3,51.28,15,0,Quique Setién,18,6,0,37.5,1,9,7,60,Las Palmas,3,0,7,1,433,0,2,6,20,72.45,3,3,Real Betis,Juan Merino,12,6,8,6.12,1,23,3,0,4,2,43.37,Benito Villamarín,9,16,67.91,19-04-16,16,6.36,13,76.19,48.72,3,La_Liga
332,11,7,7,87.23,7.08,60,6,"Claudio Bravo,Dani Alves,Javier Mascherano,Marc Bartra,Jordi Alba,Ivan Rakitic,Sergio Busquets,Andrés Iniesta,Lionel Messi,Luis Suárez,Neymar",2,8,83.33,11,11,6.02,10,2,6,66.23,11,3,9,59.09,6,9,3,2,1,50,"Manu,Laure,Sidnei,Fernando Navarro,Juanfran,Celso Borges,Pedro Mosquera,Álex Bergantiños,Cani,Lucas Pérez,Oriol Riera",89.28,3,6,11,1,16,75,8,4312,12,5,Ricardo de Burgos Bengoetxea,5,38.99,9,2,Luis Enrique,17,9,0,50,0,12,6,69.44,Barcelona,7,2,6,3,433,1,3,6,16,69.96,8,2,Deportivo,Víctor Sánchez del Amo,8,6,6,6.56,0,22,5,8,4,0,33.77,Riazor,15,14,61.42,20-04-16,19,5.92,12,59.52,61.01,19,La_Liga
333,12,3,19,60.94,6.58,43.33,8,"Jan Oblak,Juanfran,Stefan Savic,Diego Godín,Filipe Luis,Thomas Partey,Augusto Fernández,Koke,Saúl Ñíguez,Antoine Griezmann,Fernando Torres",2,5,50,9,32,6.2,2,2,11,39.29,10,1,8,84.62,8,18,3,1,3,37.5,"Gorka Iraizoz,De Marcos,Etxeita,Eneko Bóveda,Balenziaga,San José,Beñat,Markel Susaeta,Raúl García,Muniain,Borja Viguera",63.42,5,10,32,0,5,62.5,3,4231,15,4,Juan Martínez Munuera,2,64.5,18,1,Diego Simeone,39,8,0,66.67,0,14,6,80.95,Atletico,15,2,6,2,442,1,5,4,12,72.58,3,4,Athletic Club,Ernesto Valverde,7,6,4,6.21,0,38,2,1,2,0,60.71,San Mamés,19,24,74.1,20-04-16,31,6.35,16,78.85,35.5,8,La_Liga
334,10,5,12,73.18,6.46,61.54,6,"Sergio Rico,Mariano,Adil Rami,Daniel Carriço,Sergio Escudero,Grzegorz Krychowiak,Sebastián Cristóforo,Coke,Vicente Iborra,Yevhen Konoplyanka,Fernando Llorente",1,9,16.67,8,28,6.15,8,2,12,50.88,11,3,8,88.89,5,18,4,2,2,39.29,"Iván Cuéllar,Alberto Lora,Jorge Meré,Luis Hernández,Isma López,Sergio Álvarez,Nacho Cases,Carlos Carmona,Alen Halilovic,Jony,Antonio Sanabria",69.62,4,3,28,3,13,60,6,4231,14,4,José Luis González González,1,45.9,18,1,Unai Emery,28,8,1,66.67,2,9,6,73.33,Sevilla,7,0,6,0,4231,0,4,10,14,67.81,5,7,Sporting Gijon,Abelardo Fernández,16,2,6,6.3,1,26,1,1,4,4,49.12,El Molinón,14,37,68.81,20-04-16,22,6.39,15,70.45,54.1,18,La_Liga
335,15,6,11,65.99,6.49,37.5,8,"Juan Carlos,Quini,Zé Castro,Diego Llorente,Tito,Pablo Hernández,Raúl Baena,Roberto Trashorras,Adrián Embarba,Javi Guerra,Miku",1,4,50,19,57,6.25,4,3,13,54.57,11,1,7,80,7,24,3,3,3,60,"Guillermo Ochoa,Roberto Rosales,Weligton,Raúl Albentosa,Federico Ricca,Juanpi,Recio,Ignacio Camacho,Gonzalo Castro,Charles,Duje Cop",71.04,4,6,57,2,7,71.43,2,442,7,7,Alberto Undiano Mallenco,2,51.39,24,0,Paco Jémez,16,7,0,50,1,11,11,64.58,Rayo Vallecano,10,1,11,1,442,1,4,3,12,70.3,8,7,Malaga,Javier Gracia,13,4,5,6.25,0,29,2,1,6,2,45.43,La Rosaleda,18,18,67.67,20-04-16,28,6.43,18,76.92,48.61,11,La_Liga
336,7,5,12,71.72,5.96,42.86,3,"Asier Riesgo,Ander Capa,Iván Ramis,Ion Ansotegi,David Juncà,Gonzalo Escalante,Dani García,Adrián,Keko,Borja Bastón,Takashi Inui",0,3,44.44,11,26,6.4,2,3,10,41.24,6,0,3,63.64,6,9,0,3,3,64.71,"Diego Alves,João Cancelo,Shkodran Mustafi,Aymen Abdennour,Guilherme Siqueira,André Gomes,Javi Fuego,Daniel Parejo,Rodrigo,Paco Alcácer,Santi Mina",69.5,2,5,26,0,5,75,2,433,8,4,Javier Estrada Fernández,4,50.82,9,0,José Luis Mendilibar,16,3,3,66.67,4,14,11,52.17,Eibar,11,3,11,4,433,2,2,5,9,71.38,2,3,Valencia,Pako Ayestarán,8,6,9,5.99,1,19,4,0,3,1,58.76,Mestalla,7,22,74.57,20-04-16,28,6.82,17,84.38,49.18,9,La_Liga
337,4,9,6,66.92,6.15,60,3,"Sergio Asenjo,Mario,Daniele Bonera,Eric Bailly,Antonio Rukavina,Jonathan dos Santos,Bruno,Manu Trigueros,Denis Suárez,Cédric Bakambu,Adrián",1,2,80,9,10,6.22,2,3,12,34.14,16,1,7,37.5,11,3,5,1,6,77.78,"Keylor Navas,Danilo,Raphael Varane,Sergio Ramos,Marcelo,Casemiro,Luka Modric,Toni Kroos,Lucas Vázquez,Karim Benzema,Cristiano Ronaldo",63.17,3,3,10,2,3,25,2,433,8,1,Carlos Clos Gómez,9,59.41,3,0,Marcelino García Toral,17,7,1,100,3,14,15,51.92,Villarreal,11,1,15,3,442,1,3,5,20,79.68,5,1,Real Madrid,Zinedine Zidane,8,6,11,6.17,1,17,9,0,6,2,65.86,Santiago Bernabéu,11,18,84.69,20-04-16,30,6.59,19,56.41,40.59,5,La_Liga
338,19,3,17,63.58,6.5,55.56,14,"Vicente Guaita,Vigaray,Santiago Vergini,Juan Rodríguez,Roberto Lago,Mehdi Lacen,Álvaro Medrán,Moi Gómez,Emi,Pablo Sarabia,Álvaro Vázquez",0,2,15,10,27,6.32,3,0,13,43.11,11,1,9,89.29,8,11,4,1,3,34.09,"Oier,Aritz Elustondo,Diego Reyes,Iñigo Martínez,Alberto De la Bella,Rubén Pardo,Markel Bergara,David Zurutuza,Carlos Vela,Jonathas,Mikel Oyarzabal",66.45,7,5,27,1,5,66.67,3,433,15,5,José María Sánchez Martínez,2,63.31,11,1,Juan Eduardo Esnáider,27,9,1,51.85,1,16,11,73.21,Getafe,9,4,11,1,4231,2,7,9,14,69.91,4,2,Real Sociedad,Eusebio Sacristán,17,5,11,6.16,1,34,2,2,2,2,56.89,Anoeta,17,26,66.91,21-04-16,35,6.4,26,76.92,36.69,7,La_Liga
339,10,8,13,72.36,5.97,50,3,"Diego Mariño,Jefferson Lerma,Carl Medjani,David Navarro,Lucas Orban,Joan Verdú,Simao Mate,Verza,Morales,Deyverson,Giuseppe Rossi",0,2,75,16,24,6.33,5,5,7,47.52,11,0,5,50,3,14,4,0,3,78.57,"Andrés Fernández,Lombán,Jean-Sylvain Babin,Ricardo Costa,Cristiano Biraghi,Abdoulaye Doucouré,Rubén Pérez,Success,Rubén Rochina,Isaac Cuenca,Youssef El-Arabi",63.51,2,4,24,3,12,88.89,2,4231,7,7,Santiago Jaime Latre,7,45.66,14,0,Joan Francesc Ferrer,14,5,3,50,5,13,12,47.5,Levante,7,4,12,3,442,2,2,5,13,67.12,7,4,Granada,José González,11,6,9,5.99,2,22,7,1,7,3,52.48,Los Cármenes,9,16,69.21,21-04-16,22,6.71,15,82.5,54.34,15,La_Liga
340,9,7,9,65.61,6.07,40,6,"Giedrius Arlauskis,Javi López,Enzo Roco,Álvaro González,Víctor Álvarez,Pape Diop,Abraham,Hernán Pérez,Burgui,Marco Asensio,Gerard Moreno",0,5,87.5,14,17,6.29,5,2,14,47.31,12,2,6,48.61,5,9,3,5,1,69.44,"Raúl Lizoain,David Simón,Pedro Bigas,Mauricio Lemos,Dani Castellano,Vicente Gómez,Roque,Nabil El Zhar,Jonathan Viera,Momo,Willian José",63.66,2,7,17,1,7,77.78,4,4231,7,3,Mario Melero López,9,58.99,9,0,Constantin Galca,19,6,1,33.33,4,17,18,55.33,Espanyol,12,2,18,4,4231,0,2,2,14,76.34,7,5,Las Palmas,Quique Setién,9,9,10,6.12,0,24,9,0,7,4,52.69,Gran Canaria,15,22,68.4,22-04-16,37,6.83,25,77.27,41.01,11,La_Liga
341,21,8,13,75.66,6.44,45.83,15,"Keylor Navas,Danilo,Raphael Varane,Pepe,Marcelo,Mateo Kovacic,Toni Kroos,Isco,Gareth Bale,Karim Benzema,Jesé",2,7,58.33,15,26,6.44,6,5,13,61.52,10,1,15,70.83,4,9,3,4,2,46.43,"Juan Carlos,Quini,Antonio Amaya,José Ángel Crespo,Tito,Roberto Trashorras,Jozabed,Adrián Embarba,Pablo Hernández,Bebé,Miku",72.65,9,8,26,2,13,60.53,7,4231,7,6,Alejandro José Hernández Hernández,4,41.03,9,1,Zinedine Zidane,14,15,2,57.69,2,15,8,70.45,Real Madrid,11,3,8,4,433,3,9,2,11,62.96,3,6,Rayo Vallecano,Paco Jémez,9,6,7,6.09,3,43,4,3,8,6,38.48,Campo de Fútbol de Vallecas,30,20,64.73,23-04-16,27,6.5,16,69.44,58.97,16,La_Liga
342,8,8,8,57.53,6.15,64.29,3,"Iván Cuéllar,Ognjen Vranjes,Igor Lichnovsky,Luis Hernández,Isma López,Omar Mascarell,Rachid,Pablo Pérez,Alen Halilovic,Álex Menéndez,Guerrero",1,5,61.11,11,21,6.35,3,1,5,34.39,15,3,5,73.61,6,13,3,1,3,64.44,"Claudio Bravo,Sergi Roberto,Javier Mascherano,Gerard Piqué,Jordi Alba,Ivan Rakitic,Sergio Busquets,Andrés Iniesta,Lionel Messi,Luis Suárez,Neymar",54.6,1,8,21,2,4,85.71,4,433,11,5,Carlos Clos Gómez,5,65.52,13,0,Abelardo Fernández,16,5,1,33.33,6,16,12,61.81,Sporting Gijon,11,0,12,3,4231,0,1,5,24,81.92,7,1,Barcelona,Luis Enrique,11,10,8,6.1,0,16,5,0,5,1,65.61,Camp Nou,8,12,75.41,23-04-16,30,6.72,19,67.86,34.48,5,La_Liga
343,12,4,7,56.47,6.32,18.18,9,"Manu,Laure,Sidnei,Alejandro Arribas,Juanfran,Fede Cartabia,Celso Borges,Pedro Mosquera,Faycal Fajr,Oriol Riera,Lucas Pérez",2,4,50,14,39,6.35,1,2,17,50.44,4,0,3,77.78,11,19,2,7,5,61.11,"Asier Riesgo,Ander Capa,Mauro Dos Santos,Iván Ramis,David Juncà,Keko,Gonzalo Escalante,Adrián,Izet Hajrovic,Sergi Enrich,Borja Bastón",58.19,2,5,39,1,6,90.74,2,4411,18,3,Eduardo Prieto Iglesias,3,49.72,19,0,Víctor Sánchez del Amo,39,3,1,14.29,1,11,6,66.67,Deportivo,7,2,6,1,442,0,2,2,9,51.92,3,7,Eibar,José Luis Mendilibar,8,2,6,6.08,0,20,3,1,2,0,49.56,Ipurúa,13,25,56.93,23-04-16,17,6.5,10,91.67,50.28,9,La_Liga
344,11,4,13,63.03,6.38,31.25,7,"Guillermo Ochoa,Roberto Rosales,Weligton,Raúl Albentosa,Miguel Torres,Pablo Fornals,Ignacio Camacho,Recio,Ricardo Horta,Charles,Duje Cop",1,4,22.22,6,31,6.18,4,1,6,50.92,10,3,7,90.28,10,16,3,4,5,52.63,"Jan Oblak,Juanfran,Lucas Hernández,Giménez,Filipe Luis,Saúl Ñíguez,Gabi,Koke,Yannick Carrasco,Antoine Griezmann,Fernando Torres",61.28,2,6,31,2,6,83.33,4,442,10,4,Antonio Miguel Mateu Lahoz,3,48.78,16,0,Javier Gracia,22,7,0,28.57,1,16,12,70.11,Malaga,15,0,12,1,442,0,2,7,14,60.82,0,4,Atletico,Diego Simeone,14,4,10,6.23,2,34,3,0,4,3,49.08,Vicente Calderón,21,20,64.32,23-04-16,36,6.45,21,81.25,51.22,7,La_Liga
345,14,5,10,67.2,6.18,43.59,8,"Gorka Iraizoz,Eneko Bóveda,Etxeita,San José,Balenziaga,Beñat,Iturraspe,Iñaki Williams,Raúl García,Muniain,Borja Viguera",1,8,100,13,30,6.38,8,2,9,63.7,8,2,7,37.5,4,16,2,4,1,95.45,"Diego Mariño,Pedro López,Carl Medjani,Zouhair Feddal,Juanfran,Mauricio Cuero,Jefferson Lerma,Víctor Camarasa,Morales,Giuseppe Rossi,Casadesús",73.09,3,3,30,1,16,76.92,7,442,10,6,Ignacio Iglesias Villanueva,5,37.16,16,0,Ernesto Valverde,14,7,1,37.5,2,8,12,44.44,Athletic Club,8,2,12,3,4231,1,3,3,10,60.42,7,9,Levante,Joan Francesc Ferrer,8,5,5,6.02,1,25,5,2,4,2,36.3,Ciutat de Valencia,15,19,59.12,24-04-16,21,6.63,13,75,62.84,19,La_Liga
346,15,8,10,51.21,6.24,40.62,10,"Antonio Adán,Bruno,Germán Pezzella,Heiko Westermann,Martín Montoya,Petros,Alfred N'Diaye,Charly Musonda,Joaquín,Dani Ceballos,Rubén Castro",0,0,38.89,25,40,6.15,2,1,4,40.2,10,0,8,82.35,8,20,3,1,6,50,"Sergio Rico,Mariano,Timothée Kolodziejczak,Daniel Carriço,Sergio Escudero,Steven N'Zonzi,Grzegorz Krychowiak,Reyes,Éver Banega,Yevhen Konoplyanka,Kevin Gameiro",37.8,5,9,40,2,3,70.83,0,4231,5,5,Carlos Velasco Carballo,5,54.75,20,0,Juan Merino,9,8,0,44.44,2,20,9,76.79,Real Betis,16,1,9,1,4231,0,5,8,13,61.05,7,5,Sevilla,Unai Emery,13,3,11,6.18,0,28,5,0,6,1,59.8,Ramón-Sánchez Pizjuán,18,10,63.61,24-04-16,33,6.37,17,73.81,45.25,8,La_Liga
347,14,5,10,79.97,6.44,75,10,"Diego Alves,Antonio Barragán,Shkodran Mustafi,Aymen Abdennour,Guilherme Siqueira,Enzo Pérez,Rodrigo,Javi Fuego,Daniel Parejo,André Gomes,Paco Alcácer",0,1,50,14,13,6.11,4,0,7,63.6,14,1,14,75,8,7,0,1,2,46.67,"Vicente Guaita,Miguel Ángel,Santiago Vergini,Vigaray,Damián Suárez,Mehdi Lacen,Pedro León,Álvaro Medrán,Moi Gómez,Pablo Sarabia,Álvaro Vázquez",86.45,8,5,13,0,4,43.75,1,4141,7,4,Ricardo de Burgos Bengoetxea,2,47.02,7,0,Pako Ayestarán,20,14,0,78.57,2,9,8,72.92,Valencia,14,1,8,2,4141,0,8,4,18,66.17,8,2,Getafe,Juan Eduardo Esnáider,12,11,4,6.22,0,28,2,2,4,1,36.4,Coliseum Alfonso Pérez,18,10,65.66,24-04-16,30,6.26,16,51.75,52.98,5,La_Liga
348,15,4,13,72.04,6.52,40.91,9,"Gerónimo Rulli,Zaldúa,Aritz Elustondo,Iñigo Martínez,Yuri,Diego Reyes,Markel Bergara,Asier Illarramendi,Mikel Oyarzabal,Carlos Vela,David Zurutuza",0,2,42.86,17,38,6.14,2,1,9,60.51,5,1,5,84.62,3,14,4,2,3,25,"Sergio Asenjo,Mario,Víctor Ruiz,Eric Bailly,Antonio Rukavina,Samu Castillejo,Tomás Pina,Bruno,Denis Suárez,Cédric Bakambu,Roberto Soldado",76.26,4,8,38,2,7,73.08,2,442,14,6,David José Fernández Borbalán,3,41.6,14,0,Eusebio Sacristán,28,5,0,43.75,0,16,4,86.96,Real Sociedad,10,1,4,1,433,1,4,5,8,59.67,8,5,Villarreal,Marcelino García Toral,12,3,8,6.27,1,25,3,0,1,3,39.49,El Madrigal,12,15,61.88,24-04-16,27,6.27,17,79.55,58.4,7,La_Liga
